circuit_evaluation,energy
1,3.7456
2,3.7456
3,3.7456
4,-10.0036
5,-10.0036
6,-10.0036
7,-10.0036
8,-10.0036
9,-10.0036
10,-10.0036
11,-10.0036
12,-12.0246
13,-12.0246
14,-12.0246
15,-12.0246
16,-12.0246
17,-12.0246
18,-13.6362
19,-19.656
20,-19.656
21,-19.656
22,-19.656
23,-19.656
24,-19.656
25,-19.656
26,-19.656
27,-19.656
28,-19.656
29,-19.656
30,-19.656
31,-19.6603
32,-19.6603
33,-19.6603
34,-19.6603
35,-19.6629
36,-19.7478
37,-19.7484
38,-19.7484
39,-19.7775
40,-19.8404
41,-19.9064
42,-19.9612
43,-19.982
44,-19.9988
45,-20.045
46,-20.0758
47,-20.0958
48,-20.1483
49,-20.151
50,-20.1903
51,-20.2285
52,-20.2453
53,-20.2517
54,-20.2884
55,-20.2884
56,-20.3035
57,-20.3404
58,-20.3761
59,-20.4028
60,-20.4232
61,-20.4232
62,-20.4232
63,-20.4257
64,-20.4506
65,-20.4506
66,-20.4506
67,-20.4654
68,-20.4689
69,-20.501
70,-20.5351
71,-20.6008
72,-20.7207
73,-20.7207
74,-20.7207
75,-20.7405
76,-20.7405
77,-20.7436
78,-20.7436
79,-20.7436
80,-20.7614
81,-20.7614
82,-20.7614
83,-20.793
84,-20.793
85,-20.7961
86,-20.7961
87,-20.7961
88,-20.8207
89,-20.8397
90,-20.8397
91,-20.8507
92,-20.8507
93,-20.8507
94,-20.8554
95,-20.8634
96,-20.8634
97,-20.8753
98,-20.8753
99,-20.8753
100,-20.8753
101,-20.9136
102,-20.9296
103,-20.9466
104,-20.9588
105,-20.9588
106,-20.9588
107,-20.9716
108,-20.9874
109,-21.0036
110,-21.0036
111,-21.0036
112,-21.0248
113,-21.034
114,-21.034
115,-21.034
116,-21.034
117,-21.0488
118,-21.0877
119,-21.1079
120,-21.1079
121,-21.1079
122,-21.1227
123,-21.1371
124,-21.1371
125,-21.1464
126,-21.1464
127,-21.1546
128,-21.1546
129,-21.1599
130,-21.1728
131,-21.1728
132,-21.1728
133,-21.1728
134,-21.1728
135,-21.1946
136,-21.1946
137,-21.1946
138,-21.1946
139,-21.199
140,-21.2073
141,-21.2108
142,-21.2126
143,-21.2171
144,-21.2173
145,-21.2173
146,-21.2173
147,-21.2214
148,-21.2285
149,-21.2369
150,-21.2528
151,-21.2846
152,-21.3481
153,-21.4444
154,-21.575
155,-21.8213
156,-21.8213
157,-21.8213
158,-21.8213
159,-21.8213
160,-21.8213
161,-21.8213
162,-21.823
163,-21.8373
164,-21.8373
165,-21.8377
166,-21.8477
167,-21.861
168,-21.8711
169,-21.8855
170,-21.8995
171,-21.9069
172,-21.9397
173,-21.9784
174,-22.0303
175,-22.122
176,-22.1648
177,-22.2862
178,-22.2862
179,-22.2862
180,-22.2862
181,-22.2862
182,-22.2893
183,-22.2893
184,-22.2969
185,-22.3044
186,-22.32
187,-22.3242
188,-22.3297
189,-22.3315
190,-22.3315
191,-22.3315
192,-22.3338
193,-22.3404
194,-22.3462
195,-22.3543
196,-22.3621
197,-22.3643
198,-22.3643
199,-22.3643
200,-22.369
201,-22.3729
202,-22.377
203,-22.3817
204,-22.3903
205,-22.4071
206,-22.4363
207,-22.4684
208,-22.5047
209,-22.5047
210,-22.5098
211,-22.5268
212,-22.5268
213,-22.5342
214,-22.5433
215,-22.5571
216,-22.5693
217,-22.5786
218,-22.5901
219,-22.5901
220,-22.5901
221,-22.5901
222,-22.5901
223,-22.5939
224,-22.5962
225,-22.5987
226,-22.5987
227,-22.5987
228,-22.6015
229,-22.6044
230,-22.6072
231,-22.6102
232,-22.614
233,-22.6186
234,-22.6189
235,-22.6225
236,-22.6261
237,-22.6331
238,-22.646
239,-22.6723
240,-22.7263
241,-22.8275
242,-22.8812
243,-22.9395
244,-22.9395
245,-22.9726
246,-22.9726
247,-23.0023
248,-23.0023
249,-23.0249
250,-23.0579
251,-23.1004
252,-23.1526
253,-23.1811
254,-23.1811
255,-23.1811
256,-23.185
257,-23.1929
258,-23.21
259,-23.2369
260,-23.2452
261,-23.2492
262,-23.2492
263,-23.2492
264,-23.2492
265,-23.2546
266,-23.2619
267,-23.2708
268,-23.2778
269,-23.2814
270,-23.2842
271,-23.289
272,-23.2896
273,-23.2916
274,-23.2917
275,-23.2949
276,-23.298
277,-23.3042
278,-23.3132
279,-23.3241
280,-23.3301
281,-23.3402
282,-23.3575
283,-23.3759
284,-23.3948
285,-23.4087
286,-23.4212
287,-23.4511
288,-23.4515
289,-23.4515
290,-23.4515
291,-23.4578
292,-23.4717
293,-23.4926
294,-23.5072
295,-23.5159
296,-23.5173
297,-23.5173
298,-23.5198
299,-23.5211
300,-23.5211
301,-23.5217
302,-23.5269
303,-23.5345
304,-23.5416
305,-23.5416
306,-23.5433
307,-23.5444
308,-23.5444
309,-23.5444
310,-23.5465
311,-23.5482
312,-23.5486
313,-23.5497
314,-23.55
315,-23.5504
316,-23.5504
317,-23.5504
318,-23.5541
319,-23.5604
320,-23.5685
321,-23.5692
322,-23.5716
323,-23.5719
324,-23.5719
325,-23.576
326,-23.579
327,-23.5826
328,-23.5879
329,-23.5896
330,-23.5904
331,-23.5919
332,-23.5922
333,-23.5922
334,-23.5939
335,-23.5939
336,-23.5941
337,-23.598
338,-23.6034
339,-23.6055
340,-23.6055
341,-23.6061
342,-23.6076
343,-23.6076
344,-23.6082
345,-23.6108
346,-23.6155
347,-23.6235
348,-23.6235
349,-23.6246
350,-23.6265
351,-23.6265
352,-23.6265
353,-23.6284
354,-23.6309
355,-23.6335
356,-23.6342
357,-23.6342
358,-23.6342
359,-23.6353
360,-23.6356
361,-23.6382
362,-23.6407
363,-23.6425
364,-23.6432
365,-23.6435
366,-23.6464
367,-23.6473
368,-23.6497
369,-23.6522
370,-23.6571
371,-23.6656
372,-23.6813
373,-23.6813
374,-23.6851
375,-23.6874
376,-23.6947
377,-23.6994
378,-23.702
379,-23.7052
380,-23.7086
381,-23.7086
382,-23.709
383,-23.7103
384,-23.7129
385,-23.7146
386,-23.7168
387,-23.7188
388,-23.7214
389,-23.7239
390,-23.7292
391,-23.7308
392,-23.7352
393,-23.7449
394,-23.7618
395,-23.7895
396,-23.8307
397,-23.8708
398,-23.8708
399,-23.8708
400,-23.8866
401,-23.91
402,-23.91
403,-23.9159
404,-23.9159
405,-23.9159
406,-23.9307
407,-23.941
408,-23.9473
409,-23.9565
410,-23.9626
411,-23.97
412,-23.97
413,-23.9704
414,-23.9708
415,-23.975
416,-23.9815
417,-23.9893
418,-23.9918
419,-23.9956
420,-24.0002
421,-24.0029
422,-24.0029
423,-24.0029
424,-24.0059
425,-24.0107
426,-24.0123
427,-24.019
428,-24.0242
429,-24.0242
430,-24.0242
431,-24.0242
432,-24.0244
433,-24.0277
434,-24.03
435,-24.0317
436,-24.0326
437,-24.033
438,-24.0333
439,-24.0348
440,-24.0348
441,-24.0348
442,-24.0373
443,-24.0419
444,-24.0494
445,-24.0494
446,-24.0545
447,-24.0627
448,-24.0629
449,-24.0713
450,-24.0798
451,-24.0829
452,-24.0954
453,-24.0954
454,-24.0954
455,-24.1009
456,-24.1061
457,-24.1061
458,-24.1061
459,-24.1103
460,-24.1148
461,-24.1156
462,-24.116
463,-24.1182
464,-24.1187
465,-24.1187
466,-24.1193
467,-24.1216
468,-24.1237
469,-24.126
470,-24.1283
471,-24.1283
472,-24.1283
473,-24.1303
474,-24.1314
475,-24.1331
476,-24.1348
477,-24.1378
478,-24.1378
479,-24.1378
480,-24.1398
481,-24.1411
482,-24.1424
483,-24.1442
484,-24.1482
485,-24.1554
486,-24.166
487,-24.1762
488,-24.1762
489,-24.1762
490,-24.1811
491,-24.1844
492,-24.1844
493,-24.1844
494,-24.1853
495,-24.1853
496,-24.1853
497,-24.1882
498,-24.1921
499,-24.1932
500,-24.1932
501,-26.4442
502,-26.4442
503,-26.4442
504,-26.4442
505,-26.4442
506,-26.4442
507,-33.7558
508,-33.7558
509,-33.7558
510,-41.3714
511,-41.3714
512,-41.3714
513,-41.3714
514,-41.3714
515,-41.3714
516,-41.3714
517,-41.3714
518,-41.3714
519,-41.8191
520,-41.8191
521,-41.8191
522,-42.2254
523,-42.7143
524,-43.6909
525,-44.1362
526,-44.1362
527,-44.1362
528,-44.9717
529,-44.9717
530,-45.3457
531,-45.3457
532,-45.3457
533,-45.3636
534,-45.5807
535,-46.1819
536,-46.3956
537,-46.9087
538,-46.9087
539,-46.9087
540,-46.9087
541,-47.2237
542,-47.3707
543,-47.3707
544,-47.3707
545,-47.3707
546,-47.5978
547,-47.6937
548,-47.7609
549,-48.0067
550,-48.1547
551,-48.2707
552,-48.3673
553,-48.5085
554,-48.5085
555,-48.5085
556,-48.5626
557,-48.5908
558,-48.6126
559,-48.6333
560,-48.6333
561,-48.6333
562,-48.7045
563,-48.8024
564,-48.8718
565,-48.8751
566,-48.8751
567,-48.8991
568,-48.9585
569,-48.9967
570,-49.0194
571,-49.0474
572,-49.0662
573,-49.0917
574,-49.0917
575,-49.0917
576,-49.1478
577,-49.1909
578,-49.1954
579,-49.1958
580,-49.2275
581,-49.2433
582,-49.2947
583,-49.3352
584,-49.3727
585,-49.4166
586,-49.4434
587,-49.5085
588,-49.5588
589,-49.5588
590,-49.5604
591,-49.5822
592,-49.5822
593,-49.5822
594,-49.6024
595,-49.6081
596,-49.6198
597,-49.6198
598,-49.6198
599,-49.6554
600,-49.6893
601,-49.7103
602,-49.7125
603,-49.7365
604,-49.7743
605,-49.8006
606,-49.8006
607,-49.8006
608,-49.8228
609,-49.8228
610,-49.8277
611,-49.8407
612,-49.853
613,-49.853
614,-49.853
615,-49.8603
616,-49.8603
617,-49.8603
618,-49.8964
619,-49.9182
620,-49.9335
621,-49.9513
622,-49.9611
623,-49.9782
624,-50.0054
625,-50.0327
626,-50.0774
627,-50.0774
628,-50.0774
629,-50.0774
630,-50.0774
631,-50.0776
632,-50.0776
633,-50.0776
634,-50.0776
635,-50.0776
636,-50.0843
637,-50.0843
638,-50.0843
639,-50.0843
640,-50.0918
641,-50.0977
642,-50.1026
643,-50.1027
644,-50.1047
645,-50.1064
646,-50.1089
647,-50.1135
648,-50.1233
649,-50.1416
650,-50.1539
651,-50.1796
652,-50.2088
653,-50.2107
654,-50.2109
655,-50.218
656,-50.2232
657,-50.2232
658,-50.2232
659,-50.2314
660,-50.2454
661,-50.2498
662,-50.2699
663,-50.2799
664,-50.2799
665,-50.2799
666,-50.2832
667,-50.2854
668,-50.2883
669,-50.292
670,-50.2954
671,-50.2996
672,-50.3029
673,-50.3031
674,-50.3034
675,-50.3049
676,-50.3056
677,-50.3076
678,-50.3113
679,-50.3197
680,-50.3362
681,-50.3669
682,-50.4175
683,-50.4927
684,-50.4927
685,-50.4927
686,-50.4927
687,-50.5348
688,-50.5348
689,-50.5348
690,-50.5422
691,-50.5466
692,-50.5466
693,-50.5487
694,-50.5529
695,-50.5546
696,-50.556
697,-50.5592
698,-50.5627
699,-50.5692
700,-50.5779
701,-50.583
702,-50.583
703,-50.5846
704,-50.5846
705,-50.5889
706,-50.5902
707,-50.5909
708,-50.5931
709,-50.5972
710,-50.6047
711,-50.6182
712,-50.6309
713,-50.6454
714,-50.6454
715,-50.6566
716,-50.6652
717,-50.6724
718,-50.6745
719,-50.677
720,-50.6773
721,-50.6776
722,-50.6776
723,-50.6777
724,-50.6802
725,-50.6844
726,-50.689
727,-50.6948
728,-50.702
729,-50.7073
730,-50.7124
731,-50.7187
732,-50.7193
733,-50.7235
734,-50.7267
735,-50.7346
736,-50.7388
737,-50.7437
738,-50.7496
739,-50.7558
740,-50.7574
741,-50.7642
742,-50.7671
743,-50.7855
744,-50.7913
745,-50.7913
746,-50.7913
747,-50.7913
748,-50.7953
749,-50.8103
750,-50.8155
751,-50.8189
752,-50.8189
753,-50.8189
754,-50.8202
755,-50.8205
756,-50.8227
757,-50.8265
758,-50.833
759,-50.8415
760,-50.8513
761,-50.8563
762,-50.861
763,-50.8628
764,-50.8702
765,-50.8702
766,-50.8749
767,-50.8841
768,-50.8887
769,-50.8887
770,-50.8891
771,-50.8903
772,-50.8942
773,-50.8959
774,-50.8991
775,-50.9013
776,-50.9034
777,-50.9037
778,-50.9037
779,-50.9042
780,-50.9063
781,-50.9102
782,-50.9178
783,-50.9226
784,-50.9402
785,-50.9402
786,-50.9438
787,-50.9467
788,-50.9513
789,-50.9572
790,-50.9572
791,-50.9572
792,-50.9609
793,-50.9681
794,-50.9802
795,-50.9832
796,-50.9977
797,-51.0105
798,-51.0105
799,-51.0165
800,-51.0357
801,-51.0358
802,-51.0404
803,-51.0404
804,-51.0413
805,-51.0444
806,-51.0471
807,-51.0504
808,-51.0569
809,-51.058
810,-51.0681
811,-51.0758
812,-51.078
813,-51.0806
814,-51.0828
815,-51.0874
816,-51.092
817,-51.0993
818,-51.1113
819,-51.1207
820,-51.1411
821,-51.1411
822,-51.1411
823,-51.1411
824,-51.1476
825,-51.1581
826,-51.162
827,-51.1664
828,-51.1692
829,-51.1727
830,-51.1727
831,-51.1741
832,-51.1741
833,-51.1747
834,-51.1768
835,-51.1781
836,-51.1794
837,-51.1801
838,-51.1806
839,-51.1806
840,-51.1806
841,-51.1818
842,-51.1836
843,-51.1871
844,-51.1942
845,-51.2077
846,-51.2326
847,-51.2792
848,-51.2792
849,-51.2792
850,-51.2792
851,-51.2792
852,-51.2916
853,-51.2916
854,-51.2922
855,-51.2923
856,-51.2953
857,-51.2955
858,-51.2972
859,-51.2995
860,-51.3037
861,-51.3096
862,-51.3138
863,-51.315
864,-51.3218
865,-51.3262
866,-51.328
867,-51.3372
868,-51.3452
869,-51.3452
870,-51.3452
871,-51.3479
872,-51.3486
873,-51.3531
874,-51.3562
875,-51.36
876,-51.3632
877,-51.3632
878,-51.3632
879,-51.3649
880,-51.3679
881,-51.37
882,-51.37
883,-51.37
884,-51.3719
885,-51.3747
886,-51.3769
887,-51.3769
888,-51.3769
889,-51.3785
890,-51.3801
891,-51.3807
892,-51.3826
893,-51.386
894,-51.3902
895,-51.3935
896,-51.3982
897,-51.403
898,-51.4046
899,-51.4046
900,-51.4055
901,-51.4087
902,-51.4087
903,-51.4087
904,-51.412
905,-51.4155
906,-51.4217
907,-51.434
908,-51.4535
909,-51.4717
910,-51.4717
911,-51.4761
912,-51.4763
913,-51.4763
914,-51.4769
915,-51.4769
916,-51.4777
917,-51.4798
918,-51.4839
919,-51.4906
920,-51.5017
921,-51.5099
922,-51.5137
923,-51.5137
924,-51.5175
925,-51.5252
926,-51.5298
927,-51.5317
928,-51.5362
929,-51.5404
930,-51.5404
931,-51.5404
932,-51.5424
933,-51.5456
934,-51.5523
935,-51.5614
936,-51.5702
937,-51.5776
938,-51.5847
939,-51.5954
940,-51.5954
941,-51.5963
942,-51.6023
943,-51.6075
944,-51.6079
945,-51.6103
946,-51.6133
947,-51.6144
948,-51.6159
949,-51.6181
950,-51.6192
951,-51.6197
952,-51.6234
953,-51.6273
954,-51.6342
955,-51.6469
956,-51.6696
957,-51.6696
958,-51.6696
959,-51.6701
960,-51.6761
961,-51.6761
962,-51.6761
963,-51.6802
964,-51.6828
965,-51.6899
966,-51.6949
967,-51.7003
968,-51.7053
969,-51.713
970,-51.7214
971,-51.7255
972,-51.7312
973,-51.7383
974,-51.7383
975,-51.7397
976,-51.7467
977,-51.7585
978,-51.7585
979,-51.7703
980,-51.7795
981,-51.7869
982,-51.7909
983,-51.7979
984,-51.8028
985,-51.8143
986,-51.8218
987,-51.8263
988,-51.8263
989,-51.8263
990,-51.8285
991,-51.8285
992,-51.8295
993,-51.8321
994,-51.8356
995,-51.8405
996,-51.8415
997,-51.8415
998,-51.842
999,-51.8429
1000,-51.8434
1001,-46.1253
1002,-58.0308
1003,-58.0308
1004,-58.0308
1005,-58.0308
1006,-58.0308
1007,-58.0308
1008,-58.0308
1009,-73.5418
1010,-73.5418
1011,-73.5418
1012,-73.5418
1013,-73.5418
1014,-73.5418
1015,-73.5418
1016,-73.5418
1017,-73.5418
1018,-73.5418
1019,-73.5418
1020,-73.5418
1021,-73.5418
1022,-73.5661
1023,-73.5661
1024,-73.5661
1025,-77.6285
1026,-77.6285
1027,-77.6285
1028,-77.6285
1029,-77.6285
1030,-77.6285
1031,-77.6285
1032,-77.7606
1033,-77.7606
1034,-77.7817
1035,-77.7817
1036,-77.7932
1037,-77.7932
1038,-77.8954
1039,-78.1129
1040,-78.1622
1041,-78.2778
1042,-78.2778
1043,-78.2778
1044,-78.3529
1045,-78.3529
1046,-78.3529
1047,-78.5192
1048,-78.6124
1049,-78.6229
1050,-78.7081
1051,-78.7584
1052,-78.8092
1053,-78.8259
1054,-78.8259
1055,-78.853
1056,-79.0394
1057,-79.1401
1058,-79.1879
1059,-79.2403
1060,-79.3086
1061,-79.3532
1062,-79.4061
1063,-79.4533
1064,-79.4963
1065,-79.4963
1066,-79.5306
1067,-79.5934
1068,-79.5934
1069,-79.5971
1070,-79.6394
1071,-79.6628
1072,-79.6628
1073,-79.6697
1074,-79.6697
1075,-79.6697
1076,-79.6697
1077,-79.6697
1078,-79.6697
1079,-79.6708
1080,-79.6752
1081,-79.6788
1082,-79.6828
1083,-79.6878
1084,-79.6934
1085,-79.6987
1086,-79.7012
1087,-79.7012
1088,-79.7024
1089,-79.7076
1090,-79.7109
1091,-79.7131
1092,-79.7142
1093,-79.7149
1094,-79.7149
1095,-79.7149
1096,-79.7166
1097,-79.7205
1098,-79.7245
1099,-79.7293
1100,-79.7337
1101,-79.7416
1102,-79.749
1103,-79.7623
1104,-79.7623
1105,-79.7676
1106,-79.7735
1107,-79.774
1108,-79.7837
1109,-79.7894
1110,-79.7896
1111,-79.7933
1112,-79.8
1113,-79.8121
1114,-79.8327
1115,-79.854
1116,-79.854
1117,-79.8618
1118,-79.8785
1119,-79.8785
1120,-79.8785
1121,-79.8884
1122,-79.8884
1123,-79.8906
1124,-79.8943
1125,-79.8976
1126,-79.8983
1127,-79.8983
1128,-79.8983
1129,-79.9034
1130,-79.9064
1131,-79.91
1132,-79.913
1133,-79.916
1134,-79.9218
1135,-79.9281
1136,-79.9373
1137,-79.9489
1138,-79.9597
1139,-79.9681
1140,-79.9681
1141,-79.9693
1142,-79.975
1143,-79.9796
1144,-79.9827
1145,-79.9857
1146,-79.988
1147,-79.9887
1148,-79.9887
1149,-79.9887
1150,-79.9923
1151,-79.9965
1152,-80.0023
1153,-80.0056
1154,-80.0128
1155,-80.0193
1156,-80.0316
1157,-80.0542
1158,-80.0542
1159,-80.0616
1160,-80.0616
1161,-80.0619
1162,-80.0654
1163,-80.0654
1164,-80.0654
1165,-80.0654
1166,-80.0654
1167,-80.0669
1168,-80.0695
1169,-80.0719
1170,-80.0757
1171,-80.0797
1172,-80.0797
1173,-80.0797
1174,-80.0812
1175,-80.0861
1176,-80.0911
1177,-80.0952
1178,-80.1037
1179,-80.1037
1180,-80.1037
1181,-80.1073
1182,-80.1125
1183,-80.1157
1184,-80.1171
1185,-80.1171
1186,-80.1175
1187,-80.1193
1188,-80.1193
1189,-80.1197
1190,-80.1231
1191,-80.1252
1192,-80.126
1193,-80.1268
1194,-80.1296
1195,-80.1297
1196,-80.1314
1197,-80.1342
1198,-80.137
1199,-80.1427
1200,-80.1503
1201,-80.1614
1202,-80.1687
1203,-80.1687
1204,-80.1687
1205,-80.1718
1206,-80.1726
1207,-80.1726
1208,-80.1736
1209,-80.1769
1210,-80.1801
1211,-80.1806
1212,-80.1806
1213,-80.1806
1214,-80.1806
1215,-80.182
1216,-80.1837
1217,-80.1877
1218,-80.1917
1219,-80.1917
1220,-80.1927
1221,-80.1927
1222,-80.1927
1223,-80.1951
1224,-80.1979
1225,-80.2027
1226,-80.2134
1227,-80.2286
1228,-80.2467
1229,-80.2467
1230,-80.2467
1231,-80.253
1232,-80.261
1233,-80.267
1234,-80.2739
1235,-80.2739
1236,-80.2739
1237,-80.2739
1238,-80.2748
1239,-80.2776
1240,-80.2802
1241,-80.2822
1242,-80.2844
1243,-80.2856
1244,-80.2863
1245,-80.288
1246,-80.2905
1247,-80.2923
1248,-80.293
1249,-80.2958
1250,-80.3006
1251,-80.3067
1252,-80.3144
1253,-80.3182
1254,-80.3182
1255,-80.3182
1256,-80.3216
1257,-80.3238
1258,-80.3238
1259,-80.3242
1260,-80.3246
1261,-80.3246
1262,-80.3246
1263,-80.3282
1264,-80.3323
1265,-80.3335
1266,-80.3335
1267,-80.3343
1268,-80.3361
1269,-80.339
1270,-80.3411
1271,-80.343
1272,-80.344
1273,-80.3459
1274,-80.3468
1275,-80.3468
1276,-80.3472
1277,-80.3505
1278,-80.3544
1279,-80.3587
1280,-80.3629
1281,-80.3716
1282,-80.3805
1283,-80.3805
1284,-80.3848
1285,-80.3848
1286,-80.3848
1287,-80.3898
1288,-80.3933
1289,-80.3968
1290,-80.3968
1291,-80.3968
1292,-80.3988
1293,-80.3988
1294,-80.3991
1295,-80.4016
1296,-80.4029
1297,-80.4049
1298,-80.4069
1299,-80.4087
1300,-80.4107
1301,-80.4107
1302,-80.4107
1303,-80.4139
1304,-80.418
1305,-80.4193
1306,-80.4193
1307,-80.4198
1308,-80.4219
1309,-80.4219
1310,-80.4219
1311,-80.4251
1312,-80.4294
1313,-80.4309
1314,-80.4343
1315,-80.4359
1316,-80.4365
1317,-80.4365
1318,-80.4365
1319,-80.4375
1320,-80.4406
1321,-80.4418
1322,-80.4436
1323,-80.4443
1324,-80.4447
1325,-80.4467
1326,-80.4467
1327,-80.447
1328,-80.4487
1329,-80.4517
1330,-80.4542
1331,-80.4562
1332,-80.4592
1333,-80.4617
1334,-80.4622
1335,-80.4643
1336,-80.4643
1337,-80.4643
1338,-80.4671
1339,-80.4671
1340,-80.4671
1341,-80.4693
1342,-80.4704
1343,-80.4719
1344,-80.4723
1345,-80.4732
1346,-80.474
1347,-80.474
1348,-80.4755
1349,-80.4784
1350,-80.4824
1351,-80.4831
1352,-80.4846
1353,-80.4846
1354,-80.4863
1355,-80.4875
1356,-80.4889
1357,-80.4917
1358,-80.4933
1359,-80.4944
1360,-80.4947
1361,-80.4954
1362,-80.4975
1363,-80.4975
1364,-80.4975
1365,-80.5007
1366,-80.503
1367,-80.5049
1368,-80.5056
1369,-80.508
1370,-80.5119
1371,-80.5161
1372,-80.5213
1373,-80.5301
1374,-80.5436
1375,-80.5586
1376,-80.5586
1377,-80.5586
1378,-80.5586
1379,-80.5586
1380,-80.5586
1381,-80.5665
1382,-80.5702
1383,-80.5722
1384,-80.5736
1385,-80.5742
1386,-80.5742
1387,-80.5743
1388,-80.5769
1389,-80.5788
1390,-80.5799
1391,-80.5799
1392,-80.5799
1393,-80.581
1394,-80.5811
1395,-80.5811
1396,-80.5823
1397,-80.5851
1398,-80.5894
1399,-80.5918
1400,-80.5952
1401,-80.5952
1402,-80.5952
1403,-80.601
1404,-80.601
1405,-80.601
1406,-80.6071
1407,-80.6106
1408,-80.6106
1409,-80.6112
1410,-80.6126
1411,-80.6126
1412,-80.6126
1413,-80.6147
1414,-80.6173
1415,-80.6225
1416,-80.6327
1417,-80.6518
1418,-80.6518
1419,-80.6575
1420,-80.6575
1421,-80.6577
1422,-80.6577
1423,-80.658
1424,-80.658
1425,-80.6589
1426,-80.6603
1427,-80.6611
1428,-80.6611
1429,-80.6611
1430,-80.6635
1431,-80.6656
1432,-80.6676
1433,-80.6709
1434,-80.6747
1435,-80.6796
1436,-80.6846
1437,-80.6876
1438,-80.6974
1439,-80.6974
1440,-80.6974
1441,-80.7033
1442,-80.7033
1443,-80.7038
1444,-80.7057
1445,-80.7073
1446,-80.7073
1447,-80.7076
1448,-80.7084
1449,-80.7111
1450,-80.7153
1451,-80.7204
1452,-80.7265
1453,-80.7265
1454,-80.7265
1455,-80.7305
1456,-80.7328
1457,-80.7358
1458,-80.7358
1459,-80.7358
1460,-80.7374
1461,-80.7389
1462,-80.7404
1463,-80.741
1464,-80.7438
1465,-80.7466
1466,-80.7495
1467,-80.7495
1468,-80.7516
1469,-80.754
1470,-80.7541
1471,-80.7573
1472,-80.7598
1473,-80.7613
1474,-80.7634
1475,-80.7654
1476,-80.7687
1477,-80.7721
1478,-80.7727
1479,-80.7739
1480,-80.7753
1481,-80.7778
1482,-80.7805
1483,-80.7865
1484,-80.7922
1485,-80.7944
1486,-80.7991
1487,-80.8052
1488,-80.808
1489,-80.8179
1490,-80.8211
1491,-80.8288
1492,-80.8288
1493,-80.8288
1494,-80.8335
1495,-80.8335
1496,-80.8337
1497,-80.834
1498,-80.8364
1499,-80.8377
1500,-80.8387
